Date,Volume,VolumeWeightedAvgPrice,OpenPrice,ClosePrice,HighestPrice,LowestPrice,UnixTimestamp,NumberOfTransactions
2024-06-07,4714895.0,147.3662,146.68,147.08,148.3,146.34,1717732800000,72842
2024-06-10,5552589.0,146.752,146.53,147.13,147.56,145.6,1717992000000,100877
2024-06-11,5314804.0,146.4714,146.81,146.76,147.16,145.44,1718078400000,90546
2024-06-12,5695275.0,145.6429,147.06,145.41,147.21,144.78,1718164800000,108195
2024-06-13,5135626.0,145.1524,145.07,145.45,146.0,143.88,1718251200000,89628
2024-06-14,3787095.0,145.3028,145.14,145.54,145.97,144.48,1718337600000,77905
2024-06-17,5288586.0,145.7569,145.02,145.95,146.43,144.74,1718596800000,96606
2024-06-18,5889174.0,145.6532,145.96,145.65,146.39,145.265,1718683200000,93749
2024-06-20,7953735.0,147.1375,145.27,147.78,148.08,145.01,1718856000000,121255
2024-06-21,13954223.0,148.5819,147.89,148.75,149.08,147.37,1718942400000,101691
2024-06-24,6286913.0,149.1183,149.0,149.12,149.7199,148.17,1719201600000,116663
2024-06-25,5661120.0,147.5913,149.18,147.19,149.2,146.94,1719288000000,92138
2024-06-26,5053895.0,146.7276,146.2,146.82,147.19,145.78,1719374400000,87301
2024-06-27,5560030.0,145.8982,146.8,145.8,147.36,144.84,1719460800000,100007
2024-06-28,9836464.0,146.2291,146.04,146.16,147.07,145.65,1719547200000,102859
2024-07-01,5033591.0,146.5943,146.07,146.44,148.7,145.6201,1719806400000,102261
2024-07-02,5320930.0,146.165,146.43,146.03,147.15,145.74,1719892800000,96861
2024-07-03,3190494.0,145.3548,146.2,145.69,146.65,144.74,1719979200000,70834
2024-07-05,4690682.0,145.7879,145.77,146.48,146.55,144.5,1720152000000,97119
2024-07-08,4594954.0,145.8494,146.4,145.48,147.22,145.25,1720411200000,95977
2024-07-09,5706992.0,146.5974,145.67,147.05,147.13,145.18,1720497600000,95629
