v,vw,o,c,h,l,t,n
132910,1.0715,1.07265,1.07,1.07528,1.0672,1714089600000,132910
2058,1.0702,1.06914,1.07067,1.0708,1.06891,1714262400000,2058
156161,1.0716,1.07069,1.07146,1.0734,1.0688,1714348800000,156161
147688,1.07,1.07145,1.06657,1.07353,1.0663,1714435200000,147688
128394,1.0683,1.06658,1.07172,1.0733,1.0648,1714521600000,128394
145917,1.0708,1.07174,1.0729,1.0732,1.0673,1714608000000,145917
139634,1.0757,1.07299,1.07599,1.08116,1.0723,1714694400000,139634
1545,1.0761,1.0771,1.07581,1.0771,1.0756,1714867200000,1545
108445,1.0772,1.07581,1.0769,1.0791,1.0754,1714953600000,108445
123121,1.0766,1.07703,1.07498,1.0788,1.0745,1715040000000,123121
107619,1.0746,1.07495,1.07467,1.0758,1.0733,1715126400000,107619
124085,1.0755,1.07465,1.07817,1.0787,1.0723,1715212800000,124085
117136,1.0776,1.07816,1.0771,1.0791,1.07587,1715299200000,117136
2305,1.0772,1.07718,1.0769,1.07751,1.07658,1715472000000,2305
123675,1.0785,1.07699,1.07918,1.0807,1.0764,1715558400000,123675
116030,1.0802,1.07919,1.08138,1.0826,1.07652,1715644800000,116030
137165,1.0847,1.08134,1.0888,1.0891,1.0811,1715731200000,137165
126178,1.0873,1.0888,1.08676,1.0895,1.0853,1715817600000,126178
106156,1.0859,1.08675,1.08625,1.0879,1.0834,1715904000000,106156
2053,1.0871,1.0865,1.0871,1.0874,1.08607,1716076800000,2053
108229,1.0868,1.08723,1.08602,1.08843,1.0852,1716163200000,108229
121330,1.0858,1.08601,1.08538,1.0876,1.08423,1716249600000,121330
126319,1.0841,1.08536,1.08249,1.08635,1.0816,1716336000000,126319
138764,1.083,1.0825,1.08115,1.0861,1.0803,1716422400000,138764
113296,1.0833,1.08114,1.0843,1.0858,1.0804,1716508800000,113296
1774,1.0848,1.08436,1.0847,1.08512,1.08403,1716681600000,1774
79797,1.0853,1.08464,1.08613,1.08675,1.08207,1716768000000,79797
123661,1.0871,1.08614,1.08509,1.08891,1.0849,1716854400000,123661
129439,1.0833,1.0851,1.08008,1.0859,1.07891,1716940800000,129439
128490,1.0818,1.08007,1.08311,1.08451,1.0787,1717027200000,128490
130300,1.0844,1.08311,1.08301,1.0882,1.081,1717113600000,130300
3087,1.085,1.08475,1.08524,1.08542,1.08439,1717286400000,3087
129672,1.0863,1.08524,1.09071,1.0911,1.0826,1717372800000,129672
136330,1.0882,1.0907,1.08814,1.0916,1.0858,1717459200000,136330
122844,1.0873,1.08815,1.08737,1.0892,1.0853,1717545600000,122844
121559,1.0883,1.0874,1.08915,1.09019,1.0861,1717632000000,121559
135576,1.0853,1.08913,1.0816,1.09017,1.0796,1717718400000,135576
3737,1.0774,1.07718,1.0778,1.0781,1.07621,1717891200000,3737
123548,1.0754,1.07785,1.07632,1.07812,1.0731,1717977600000,123548
123949,1.0745,1.07634,1.07399,1.07735,1.0719,1718064000000,123949
154454,1.0796,1.074,1.08126,1.08523,1.0733,1718150400000,154454
134643,1.0783,1.08126,1.07375,1.0817,1.0732,1718236800000,134643
145146,1.0702,1.07371,1.0703,1.0745,1.0666,1718323200000,145146
2422,1.0704,1.07026,1.07024,1.07087,1.07,1718496000000,2422
128783,1.0713,1.07022,1.0738,1.07411,1.0685,1718582400000,128783
129200,1.0731,1.07398,1.07386,1.07614,1.0709,1718668800000,129200
90067,1.0741,1.07385,1.0747,1.0754,1.0723,1718755200000,90067
95635,1.0723,1.07469,1.07058,1.07481,1.06989,1718841600000,95635
90640,1.0695,1.07059,1.0692,1.0721,1.067,1718928000000,90640
2567,1.0691,1.0683,1.06876,1.06953,1.0683,1719100800000,2567
122375,1.072,1.06877,1.07322,1.0747,1.0682,1719187200000,122375
114751,1.0719,1.0732,1.07091,1.07441,1.0658,1719273600000,114751
125302,1.0689,1.0708,1.06798,1.0718,1.0664,1719360000000,125302
128990,1.0701,1.06797,1.07075,1.07265,1.0675,1719446400000,128990
132381,1.0703,1.07076,1.0713,1.0726,1.0684,1719532800000,132381
3489,1.0737,1.07445,1.07348,1.07463,1.0732,1719705600000,3489
119291,1.0748,1.07348,1.07363,1.07764,1.0718,1719792000000,119291
121747,1.0731,1.07363,1.07479,1.075,1.0708,1719878400000,121747
97751,1.0775,1.0748,1.07909,1.08164,1.0735,1719964800000,97751
82234,1.0798,1.07909,1.08104,1.0816,1.0782,1720051200000,82234
113874,1.0825,1.08103,1.0838,1.0843,1.07956,1720137600000,113874
3731,1.0825,1.08003,1.08256,1.08328,1.08003,1720310400000,3731
115444,1.0832,1.08254,1.08303,1.0845,1.0814,1720396800000,115444
108864,1.0818,1.08303,1.08142,1.0835,1.0803,1720483200000,108864
